,NCT_ID,Title,Drugs
279,NCT03677141,"A Phase Ib/II, Open-Label, Multicenter, Randomized, Controlled Study Investigating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With CHOP or CHP-Polatuzumab Vedotin in Patients With B-Cell Non-Hodgkin Lymphoma","['Mosunetuzumab', 'Polatuzumab Vedotin', 'Rituxumab', 'Cyclophosphamide', 'Doxorubicin', 'Vincristine', 'Prednisone', 'Tocilizumab']"
280,NCT05171647,"A Randomized, Open-Label, Multicenter Phase III Study Evaluating Efficacy and Safety of Mosunetuzumab in Combination With Polatuzumab Vedotin in Comparison With Rituximab in Combination With Gemcitabine Plus Oxaliplatin in Participants With Relapsed or Refractory Aggressive B-Cell Non-Hodgkin's Lymphoma","['Mosunetuzumab', 'Polatuzumab vedotin', 'Tocilizumab', 'Rituximab', 'Gemcitabine', 'Oxaliplatin']"
281,NCT05155345,"A Phase Ib, Multicenter, Open-Label, Dose-Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Subcutaneously Administered Mosunetuzumab to Participants With Systemic Lupus Erythematosus","['Mosunetuzumab', 'Tocilizumab']"
282,NCT05091424,"A Phase IB Open-Label, Multicenter Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Mosunetuzumab in Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia","['Mosunetuzumab', 'Tocilizumab']"
283,NCT03029832,"A Phase II, Multicenter, Randomized, Placebo-Controlled, Double-Blind Study of MOXR0916 in Combination With Atezolizumab Versus Atezolizumab Alone in Patients With Untreated Locally Advanced or Metastatic Urothelial Carcinoma Who Are Ineligible for Cisplatin-Based Therapy","['MOXR0916', 'Atezolizumab']"
284,NCT03193190,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Metastatic Pancreatic Ductal Adenocarcinoma (Morpheus-Pancreatic Cancer)","['Nab-Paclitaxel', 'Gemcitabine', 'Oxaliplatin', 'Leucovorin', 'Fluorouracil', 'Atezolizumab', 'Cobimetinib', 'PEGPH20', 'BL-8040', 'Selicrelumab', 'Bevacizumab', 'RO6874281', 'AB928', 'Tiragolumab', 'Tocilizumab', 'LSTA1']"
285,NCT02598193,"An Exploratory Multicenter, Open-Label, Single Arm Study of the Safety and Tolerability of Pirfenidone (Esbriet®) in Combination With Nintedanib (Ofev®) in Patients With Idiopathic Pulmonary Fibrosis","['Nintedanib', 'Pirfenidone']"
286,NCT05116202,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Melanoma (Morpheus-Melanoma)","['Nivolumab', 'Ipilimumab', 'RO7247669', 'Atezolizumab', 'Tiragolumab']"
287,NCT04962126,Frontline Treatment of Follicular Lymphoma With AtezolizUmab and Obinutuzumab With and Without RadiOtherapy,"['Obinutuzumab 25 MG/1 ML Intravenous Solution', 'Atezolizumab 1200 MG/40mL Intravenous Solution']"
288,NCT03866239,"A Phase Ib, Multicenter, Open-Label Study to Evaluate the Safety, Efficacy, and Pharmacokinetics of Cibisatamab in Combination With Atezolizumab After Pretreatment With Obinutuzumab in Patients With Previously Treated Metastatic, Microsatellite-Stable Colorectal Adenocarcinoma With High CEACAM5 Expression","['Obinutuzumab', 'Atezolizumab', 'Cibisatamab', 'Tocilizumab']"
289,NCT03599245,"A Single Arm, Open Label Multicentre Extension Study To Evaluate The Effectiveness And Safety Of Ocrelizumab In Patients With Multiple Sclerosis Previously Enrolled In A F. Hoffmann-La Roche Sponsored Ocrelizumab Phase IIIb/IV Clinical Trials",['Ocrelizumab']
290,NCT05269004,"A Multicenter, Single-Arm, Open-Label, Extension, Rollover Study To Evaluate The Long-Term Safety And Efficacy Of Ocrelizumab In Patients With Multiple Sclerosis",['Ocrelizumab']
291,NCT05208840,Open-Label Multicenter Study To Determine The Effect Of Ocrelizumab On Leptomeningeal Inflammation In Multiple Sclerosis,['Ocrelizumab']
292,NCT04998851,"A Phase IV Multicenter, Open-Label Study Evaluating B Cell Levels In Infants Of Lactating Women With CIS Or MS Receiving Ocrelizumab",['Ocrelizumab']
293,NCT04998812,"A Phase IV Multicenter, Open-Label Study Evaluating B Cell Levels In Infants Potentially Exposed To Ocrelizumab During Pregnancy",['Ocrelizumab']
294,NCT04075266,"An Open-Label, Parallel-Group Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamic Effects of Ocrelizumab in Children and Adolescents With Relapsing-Remitting Multiple Sclerosis",['Ocrelizumab']
295,NCT03593590,A Multicentre Non-interventional Study to Assess the Real-world Effectiveness of Ocrelizumab in Patients With Relapsing or Primary Progressive Multiple Sclerosis - The MuSicalE STUDY,['Ocrelizumab']
296,NCT03523858,"An Open-Label, Single-Arm 4-Year Study to Evaluate Effectiveness and Safety of Ocrelizumab Treatment in Patients With Progressive Multiple Sclerosis",['Ocrelizumab']
297,NCT03085810,"An Open-Label, Single-Arm Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Patients With Early Stage Relapsing Remitting Multiple Sclerosis",['Ocrelizumab']
298,NCT02723071,"An Open-label, Multicentre, Dose-escalating Phase I/II Trial of 3-weekly Ocrelizumab in Patients With Follicular Non-Hodgkin's Lymphoma (NHL)",['Ocrelizumab']
299,NCT04377555,"An Open-Label, Prospective, Single-arm, Multi-center Study to Assess Disease Activity and Biomarkers of Neuronal Damage in Minority Patients With Relapsing Multiple Sclerosis Receiving Treatment With Ocrelizumab",['Ocrelizumab']
300,NCT02807285,"An Open Label, MultiCenter, Expanded-Access Program for Ocrelizumab in Patients With Primary Progressive Multiple Sclerosis",['Ocrelizumab']
301,NCT02637856,An Open-Label Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Patients With Relapsing Remitting Multiple Sclerosis Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment,"['Ocrelizumab', 'Ocrelizumab']"
302,NCT03691077,A Prospective Study Evaluating the Effect of Ocrelizumab on Brain Innate Immune Microglial Cells Activation in Multiple Sclerosis Using PET-MRI With 18F-DPA714,['Ocrelizumab']
303,NCT03589105,"An Open-Label, Single-Arm Phase IV Study To Assess Ocrelizumab Efficacy, Safety, And Impact On Patient Reported Outcomes (PROS) In Patients With Active Relapsing Multiple Sclerosis","['Ocrelizumab 300 mg', 'Ocrelizumab 600 mg']"
304,NCT03606460,"A Phase IIIb, Open-Label Study To Evaluate The Safety And Tolerability Of Shorter Infusions Of Ocrelizumab In Patients With Primary Progressive And Relapsing Multiple Sclerosis","['Ocrelizumab Dose 1', 'Ocrelizumab Dose 2 and Dose 3']"
305,NCT05232825,"A Study To Investigate The Pharmacokinetics, Pharmacodynamics, Safety And Radiological And Clinical Effects Of Subcutaneous Ocrelizumab Versus Intravenous Ocrelizumab In Patients With Multiple Sclerosis","['Ocrelizumab IV', 'Ocrelizumab SC', 'Methylprednisolone IV', 'Diphenhydramine IV', 'Dexamethasone given orally', 'Desloratadine given orally']"
306,NCT04548999,"A Phase IIIB Multicenter, Randomized, Double-Blind, Controlled Study to Evaluate the Efficacy, Safety and Pharmacokinetics of a Higher Dose of Ocrelizumab in Adults With Primary Progressive Multiple Sclerosis","['Ocrelizumab', 'Ocrelizumab', 'Antihistamine', 'Methylprednisolone']"
307,NCT04544436,"A Phase IIIb Multicenter, Randomized, Double-Blind, Controlled Study to Evaluate the Efficacy, Safety and Pharmacokinetics of a Higher Dose of Ocrelizumab in Adults With Relapsing Multiple Sclerosis","['Ocrelizumab', 'Ocrelizumab', 'Antihistamine', 'Methylprednisolone']"
308,NCT04035005,"A Phase IIIb Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Ocrelizumab in Adults With Primary Progressive Multiple Sclerosis","['Ocrelizumab', 'Placebo']"
309,NCT02720120,"A Randomized Placebo-Controlled, Multi-Center, Phase I/II Study of the Safety of Escalating Single Intravenous Doses of Ocrelizumab (rhuMAb 2H7, RO4964913, PRO70769) in Patients With Moderate to Severe Rheumatoid Arthritis Receiving Stable Doses of Concomitant Methotrexate But With Unsatisfactory Clinical Response","['Ocrelizumab', 'Placebo']"
310,NCT03972306,"A Phase Ib, Open-Label, Multicenter Study To Investigate The Pharmacokinetics, Safety, And Tolerability Of Subcutaneous Ocrelizumab Administration In Patients With Multiple Sclerosis","['Ocrelizumab', 'Ocrelizumab', 'rHuPH20']"
311,NCT05123703,"A Phase III Multicenter, Randomized, Double-Blind, Double-Dummy Study To Evaluate Safety And Efficacy Of Ocrelizumab In Comparison With Fingolimod In Children And Adolescents With Relapsing-Remitting Multiple Sclerosis","['Ocrelizumab', 'Fingolimod']"
312,NCT01194570,"A Phase III, Multicentre, Randomized, Parallel-group, Double-blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Ocrelizumab in Adults With Primary Progressive Multiple Sclerosis",['Ocrelizumab']
313,NCT02688985,"An Open-Label, Multicenter, Biomarker Study to Explore the Mechanism of Action of Ocrelizumab and B-Cell Biology in Patients With Relapsing Multiple Sclerosis or Primary Progressive Multiple Sclerosis","['Ocrelizumab', 'Methyloprednisolone', 'Antihistamine']"
314,NCT03038100,"A Phase III, Multicenter, Randomized, Study of Atezolizumab Versus Placebo Administered in Combination With Paclitaxel, Carboplatin, and Bevacizumab to Patients With Newly-Diagnosed Stage III or Stage IV Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","['Paclitaxel', 'Carboplatin', 'Atezolizumab', 'Bevacizumab', 'Atezolizumab Placebo']"
315,NCT02925234,"A Dutch National Study on Behalf of the CPCT to Facilitate Patient Access to Commercially Available, Targeted Anti-cancer Drugs to Determine the Potential Efficacy in Treatment of Advanced Cancers With a Known Molecular Profile","['Panitumumab', 'Olaparib', 'Dabrafenib', 'Nilotinib', 'Trametinib', 'Erlotinib', 'Trastuzumab and Pertuzumab (combination treatment)', 'Vemurafenib and Cobimetinib (combination treatment)', 'Vismodegib', 'Regorafenib', 'Nivolumab', 'Afatinib', 'Dabrafenib and trametinib', 'Ribociclib', 'Lenvatinib', 'Pembrolizumab', 'Durvalumab', 'Rucaparib', 'Axitinib', 'Palbociclib', 'Crizotinib', 'Sunitinib', 'Cabozantinib', 'Abemaciclib', 'Alectinib', 'Atezolizumab and Bevacizumab', 'Ipilimumab and nivolumab', 'Entrectinib', 'Talazoparib', 'Dacomitinib', 'Lorlatinib', 'Erdafitinib', 'Alpelisib']"
316,NCT03840200,"A Phase Ib, Open-Label, Multicenter Study Evaluating the Safety and Efficacy of Ipatasertib in Combination With Rucaparib in Patients With Advanced Breast, Ovarian, or Prostate Cancer","['Part 1, Dose Level 1 and Dose Level 2a: Ipatasertib', 'Part 1, Dose level 2b and dose level 3: Ipatasertib', 'Part 1, Dose Level 1 and Dose Level 2b: Rucaparib', 'Part 1, Dose Level 2a and Dose Level 3: Rucaparib']"
317,NCT03208933,Local Open-label Multicenter Study to Assess the Effectiveness of Pirfenidone in Patients With Idiopathic Pulmonary Fibrosis in Russian Clinical Practice,['Pirfenidone']
318,NCT03115619,"A Multicenter, Post-Marketing, Non-Interventional, Observational Study to Evaluate Quality of Life in Patients in Greece With Idiopathic Pulmonary Fibrosis Under Treatment With Pirfenidone - The Pneumon Study",['Pirfenidone']
319,NCT02699879,Post-Authorisation Safety Study of Esbriet® (Pirfenidone): A Prospective Observational Registry to Evaluate Long-Term Safety in a Real-World Setting,['Pirfenidone']
320,NCT02622477,Clinical Course of Treatment With ESBRIET in Patients With Mild to Moderate IPF,['Pirfenidone']
321,NCT02525484,"A Phase I, Open-Label, Randomized, Four-Treatment Period, Four-Sequence, Single-Dose, Crossover, Pharmacokinetic Bioequivalence Study Comparing Pirfenidone Tablet and Capsule Dosage Forms in Healthy Adult Volunteers",['Pirfenidone']
322,NCT00080223,"An Open-Label, Phase 2 Study of the Safety of Oral Pirfenidone in Patients With Pulmonary Fibrosis/Idiopathic Pulmonary Fibrosis",['Pirfenidone']
323,NCT03385668,"A Pilot Study to Evaluate the Efficacy and Safety of Pirfenidone in Patients With Pulmonary Fibrosis With Anti-myeloperoxydase (MPO) Antibodies or With Anti-MPO Associated Vasculitis.""",['Pirfenidone']
324,NCT00662038,An Open-Label Extension Study of the Long Term Safety of Pirfenidone in Patients With Idiopathic Pulmonary Fibrosis (IPF),['pirfenidone']
325,NCT03099187,"Multicenter, International, Double-blind, Two-Arm, Randomized, Placebo-controlled Phase II Trial of Pirfenidone in Patients With Unclassifiable Progressive Fibrosing ILD","['Pirfenidone', 'Placebo']"
326,NCT02932566,"A Randomised, Double-blind, Placebo-controlled, Phase 2 Study of the Efficacy and Safety of Pirfenidone in Patients With Heart Failure and Preserved Left Ventricular Ejection Fraction (PIROUETTE)","['Pirfenidone', 'Placebo']"
327,NCT02951429,"A Phase IIb, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy, Safety, and Tolerability of Sildenafil Added to Pirfenidone in Patients With Advanced Idiopathic Pulmonary Fibrosis and Intermediate or High Probability of Group 3 Pulmonary Hypertension","['Pirfenidone', 'Placebo', 'Sildenafil']"
328,NCT02648048,"A Single Arm, Multicenter, Open-label, Phase 1b Study to Assess the Safety and Tolerability of Oral Vismodegib in Combination With Pirfenidone in Patients With Idiopathic Pulmonary Fibrosis","['Pirfenidone', 'Vismodegib']"
329,NCT04653831,Treatment With Pirfenidone for COVID-19 Related Severe ARDS An Open Label Pilot Trial,['Pirfenidone']
330,NCT03281954,"A Randomized, Double-Blind, Phase III Clinical Trial of Neoadjuvant Chemotherapy With Atezolizumab or Placebo in Patients With Triple-Negative Breast Cancer Followed by Adjuvant Continuation of Atezolizumab or Placebo","['Placebo', 'Atezolizumab']"
331,NCT03598270,"A Phase III Randomized, Double-blinded Trial of Platinum-based Chemotherapy With or Without Atezolizumab Followed by Niraparib Maintenance With or Without Atezolizumab in Patients With Recurrent Ovarian, Tubal or Peritoneal Cancer and Platinum Treatment-free Interval (TFIp) >6 Months","['Placebo', 'Carboplatin', 'Paclitaxel', 'Niraparib', 'Gemcitabine', 'Pegylated liposomal doxorubicin (PLD)', 'Atezolizumab']"
332,NCT02051608,"A Phase III, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter, Efficacy and Safety Study of Gantenerumab in Patients With Mild Alzheimer's Disease; Part II: Open-Label Extension For Participating Patients","['Placebo', 'Gantenerumab']"
333,NCT00676715,"Phase II, Multicenter, Randomized, Parallel-Group, Partially Blinded, Placebo and Avonex Controlled Dose Finding Study to Evaluate the Efficacy As Measured by Brain MRI Lesions, and Safety of 2 Dose Regimens of Ocrelizumab in Patients With RRMS","['Placebo', 'Ocrelizumab', 'Avonex']"
334,NCT05243862,Phase II Study of PolyPEPI1018 Vaccine in Combination With Atezolizumab in Participants With Relapsed or Refractory Microsatellite-stable Metastatic Colorectal Cancer.,"['PolyPEPI1018', 'Atezolizumab']"
335,NCT00539838,"A Randomised, Double-Blind, Placebo Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Two Doses of Ocrelizumab in Patients With Active Systemic Lupus Erythematosus","['Prednisone', 'Immunosuppressive regime (azathioprine, mycophenolate mofetil or methotrexate)', 'Methylprednisolone', 'Ocrelizumab', 'Placebo']"
336,NCT03555149,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Metastatic Colorectal Cancer (Morpheus-CRC)","['Regorafenib', 'Atezolizumab', 'Imprime PGG', 'Bevacizumab', 'Isatuximab', 'Selicrelumab', 'Idasanutlin', 'AB928']"
337,NCT04303858,"An Open-Label, Multicenter, Randomized, Dose-Escalation and Extension, Phase IA/IB Study to Evaluate Safety and Anti-Tumor Activity of RO7284755, A PD-1 Targeted IL-2 Variant (IL-2V) Immunocytokine, Alone or in Combination With Atezolizumab in Participants With Advanced and/or Metastatic Solid Tumors","['RO7284755', 'Atezolizumab']"
338,NCT04642365,"An Open-Label, Multicenter, Phase Ib Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Anti-Tumor Activity of RO7296682 in Combination With Atezolizumab in Participants With Advanced and/or Metastatic Solid Tumors","['RO7296682', 'Atezolizumab']"
339,NCT04857138,"An Open-Label, Multicenter, Dose-Escalation and Expansion, Phase I Study to Evaluate Safety, Pharmacokinetics, And Anti-Tumor Activity of RO7300490, A Fibroblast Activation Protein-α (FAP) Targeted CD40 Agonist, as Single Agent or in Combination With Atezolizumab in Participants With Advanced and/or Metastatic Solid Tumors","['RO7300490', 'Atezolizumab']"
340,NCT05581004,"A Phase Ia/Ib, Open Label, Multicenter, Dose-escalation Study to Evaluate the Safety, Pharmacokinetics, and Activity of RO7502175 as a Single Agent and in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors","['RO7502175', 'Atezolizumab']"
341,NCT03654833,Mesothelioma Stratified Therapy (MiST): A Stratified Multi-arm Phase IIa Clinical Trial to Enable Accelerated Evaluation of Targeted Therapies for Relapsed Malignant Mesothelioma,"['Rucaparib', 'Abemaciclib', 'pembrolizumab & bemcentinib', 'Atezolizumab & Bevacizumab', 'Dostarlimab and Niraparib']"
342,NCT05169515,"A Phase Ib, Open-Label, Multicenter Study Evaluating the Safety, Pharmacokinetics, and Efficacy of Mosunetuzumab or Glofitamab in Combination With CC-220 and CC-99282 in Patients With B-Cell Non-Hodgkin Lymphoma","['SC Mosunetuzumab', 'IV Glofitamab', 'CC-220', 'CC-99282', 'Obinutuzumab', 'Tocilizumab']"
343,NCT03892525,Phase Ib Study Evaluating the Safety and Efficacy of Intratumoral Agonistic Anti-CD40 (Selicrelumab) in Combination With Anti-PDL1 (Atezolizumab) in Patients With Refractory or Relapsed B Cell Lymphoma,"['Selicrelumab', 'Atezolizumab']"
344,NCT03386721,"An Open-Label, Multicenter, Phase II Study to Evaluate the Therapeutic Activity of Simlukafusp Alfa (RO6874281), an Immunocytokine, Consisting of Interleukin-2 Variant (IL-2v) Targeting Fibroblast Activation Protein-Α (FAP), in Combination With Atezolizumab (Anti-PD-L1), Administered Intravenously, in Participants With Advanced and/or Metastatic Solid Tumors","['simlukafusp alfa', 'Atezolizumab (MPDL3280A), an Engineered Anti-PD-L1 Antibody', 'Gemcitabine', 'Vinorelbine']"
345,NCT05661578,"A Phase II, Single-Arm, Open-Label Study Evaluating the Safety and Pharmacokinetics of the Intravenous Fixed-Dose Combination (IV FDC) of Tiragolumab and Atezolizumab in Participants With Locally Advanced, Recurrent or Metastatic Solid Tumors",['Tiragolumab and Atezolizumab IV FDC']
346,NCT04300647,"A Phase II, Safety, and Efficacy Study of Tiragolumab Plus Atezolizumab and Atezolizumab Monotherapy in Patients With Metastatic and/or Recurrent PD-L1-Positive Cervical Cancer","['Tiragolumab', 'Atezolizumab']"
347,NCT04256421,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab Plus Carboplatin and Etoposide With or Without Tiragolumab (Anti-Tigit Antibody) in Patients With Untreated Extensive-Stage Small Cell Lung Cancer","['Tiragolumab', 'Atezolizumab', 'Carboplatin', 'Etoposide', 'Placebo']"
348,NCT04665856,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab Plus Carboplatin and Etoposide With or Without Tiragolumab in Patients With Untreated Extensive-Stage Small Cell Lung Cancer","['Tiragolumab', 'Atezolizumab', 'Carboplatin', 'Etoposide', 'Tiragolumab Matching Placebo']"
349,NCT04584112,"A Phase Ib, Open-Label, Multicohort Study of the Safety, Efficacy, and Pharmacokinetics of Tiragolumab in Combination With Atezolizumab and Chemotherapy in Patients With Triple-Negative Breast Cancer","['Tiragolumab', 'Atezolizumab', 'Nab-paclitaxel', 'Tiragolumab', 'Atezolizumab', 'Nab-paclitaxel', 'Carboplatin', 'Doxorubicin', 'Cyclophosphamide', 'Granulocyte colony-stimulating factor (G-CSF)', 'Granulocyte-macrophage colony-stimulating factor (GM-CSF)']"
350,NCT04619797,"A Phase II/III, Randomized, Double-Blind, Placebo-Controlled Study of Tiragolumab in Combination With Atezolizumab Plus Pemetrexed and Carboplatin/Cisplatin Versus Pembrolizumab Plus Pemetrexed and Carboplatin/Cisplatin in Patients With Previously Untreated Advanced Non-Squamous Non-Small-Cell Lung Cancer","['Tiragolumab', 'Atezolizumab', 'Pemetrexed', 'Carboplatin', 'Cisplatin', 'Tiragolumab Matching Placebo', 'Pembrolizumab']"
351,NCT04543617,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab With or Without Tiragolumab (Anti-TIGIT Antibody) in Patients With Unresectable Esophageal Squamous Cell Carcinoma Whose Cancers Have Not Progressed Following Definitive Concurrent Chemoradiotherapy","['Tiragolumab', 'Atezolizumab', 'Tiragolumab Matching Placebo', 'Atezolizumab Matching Placebo']"
352,NCT04045028,"A Phase Ia/Ib Open-Label, Multicenter Study Evaluating the Safety and Pharmacokinetics of Tiragolumab as a Single Agent and in Combination With Atezolizumab and/or Daratumumab in Patients With Relapsed or Refractory Multiple Myeloma, and as a Single Agent and in Combination With Rituximab in Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma","['Tiragolumab', 'Daratumumab/rHuPH20', 'Rituximab', 'Atezolizumab']"
353,NCT04740918,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled Phase III Study of the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Placebo in Patients With HER2-Positive and PD-L1-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab- (+/- Pertuzumab) and Taxane-Based Therapy (KATE3)","['Trastuzumab Emtansine', 'Atezolizumab']"
354,NCT03595592,"Atezolizumab, Pertuzumab and Trastuzumab With Chemotherapy as Neoadjuvant Treatment of HER2 Positive Early High-risk and Locally Advanced Breast Cancer (APTneo)","['Trastuzumab', 'Pertuzumab', 'Carboplatin', 'Paclitaxel', 'Doxorubicin', 'Cyclophosphamide', 'Atezolizumab']"
355,NCT02091141,"My Pathway: An Open-Label Phase IIa Study Evaluating Trastuzumab/Pertuzumab, Erlotinib, Vemurafenib/Cobimetinib, Vismodegib, Alectinib, and Atezolizumab in Patients Who Have Advanced Solid Tumors With Mutations or Gene Expression Abnormalities Predictive of Response to One of These Agents","['Trastuzumab', 'Pertuzumab', 'Erlotinib', 'Vemurafenib', 'Cobimetinib', 'Vismodegib', 'Alectinib', 'Atezolizumab']"
356,NCT03041311,"Phase 2 Study of Carboplatin, Etoposide, and Atezolizumab With or Without Trilaciclib in Patients With Untreated Extensive-Stage Small Cell Lung Cancer (SCLC)","['Trilaciclib', 'Placebo', 'Carboplatin', 'Etoposide', 'Atezolizumab']"
357,NCT04422210,"A Phase Ib Dose-Escalation and Dose-Expansion Study Evaluating The Safety, Tolerability, Pharmacokinetics, And Efficacy Of Venetoclax In Combination With Atezolizumab, Carboplatin, And Etoposide In Patients With Untreated Extensive-Stage Small Cell Lung Cancer.","['Venetoclax', 'Atezolizumab', 'Carboplatin', 'Etoposide']"
358,NCT04250155,"A Phase Ia/Ib, Open-Label, Multicenter, Global, Dose-Escalation Study to Evaluate the Safety and Pharmacokinetics of XmAb24306 as a Single Agent and in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors","['XmAb24306', 'Atezolizumab', 'XmAb24306']"
359,NCT05396937,"Efficacy and Safety of Multifocal Stereotactic Radiotherapy Combined With Atezolizumab and Bevacizumab in the Treatment of Metastatic Hepatocellular Carcinoma: An Open-label, Single-arm Exploratory Study","['Atezolizumab Injection [Tecentriq]', 'Bevacizumab']"
